what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1415190775012
java.specification.vendor,sysinfo,,,"Oracle Corporation",1415190775012
java.specification.version,sysinfo,,,"1.7",1415190775012
java.vendor,sysinfo,,,"Oracle Corporation",1415190775012
java.version,sysinfo,,,"1.7.0_67",1415190775012
java.vm.info,sysinfo,,,"mixed mode",1415190775012
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1415190775012
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1415190775012
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1415190775012
java.vm.specification.version,sysinfo,,,"1.7",1415190775012
java.vm.vendor,sysinfo,,,"Oracle Corporation",1415190775012
java.vm.version,sysinfo,,,"24.65-b04",1415190775012
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415190775751
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1415190776525
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1415190776527
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1415190776549
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1415190776549
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1415190776552
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1415190776556
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1415190776557
error,log,,,"Core exception while retrieving the content description",1415190780175
error,log,,,"Core exception while retrieving the content description",1415190780179
error,log,,,"Core exception while retrieving the content description",1415190780181
error,log,,,"Core exception while retrieving the content description",1415190780184
error,log,,,"Core exception while retrieving the content description",1415190780187
error,log,,,"Core exception while retrieving the content description",1415190780189
error,log,,,"Core exception while retrieving the content description",1415190780192
error,log,,,"Core exception while retrieving the content description",1415190780195
error,log,,,"Core exception while retrieving the content description",1415190780197
error,log,,,"Core exception while retrieving the content description",1415190780200
error,log,,,"Core exception while retrieving the content description",1415190780202
error,log,,,"Core exception while retrieving the content description",1415190780204
error,log,,,"Core exception while retrieving the content description",1415190780207
error,log,,,"Core exception while retrieving the content description",1415190780209
error,log,,,"Core exception while retrieving the content description",1415190780212
error,log,,,"Core exception while retrieving the content description",1415190780214
error,log,,,"Core exception while retrieving the content description",1415190780217
error,log,,,"Core exception while retrieving the content description",1415190780219
error,log,,,"Core exception while retrieving the content description",1415190780222
error,log,,,"Core exception while retrieving the content description",1415190780225
error,log,,,"Core exception while retrieving the content description",1415190780227
error,log,,,"Core exception while retrieving the content description",1415190780230
error,log,,,"Core exception while retrieving the content description",1415190780232
error,log,,,"Core exception while retrieving the content description",1415190780235
error,log,,,"Core exception while retrieving the content description",1415190780237
error,log,,,"Core exception while retrieving the content description",1415190780240
error,log,,,"Core exception while retrieving the content description",1415190780243
error,log,,,"Core exception while retrieving the content description",1415190780245
error,log,,,"Core exception while retrieving the content description",1415190780248
error,log,,,"Core exception while retrieving the content description",1415190780251
error,log,,,"Core exception while retrieving the content description",1415190780254
error,log,,,"Core exception while retrieving the content description",1415190780257
error,log,,,"Core exception while retrieving the content description",1415190780259
error,log,,,"Core exception while retrieving the content description",1415190780262
error,log,,,"Core exception while retrieving the content description",1415190780264
error,log,,,"Core exception while retrieving the content description",1415190780267
error,log,,,"Core exception while retrieving the content description",1415190780270
error,log,,,"Core exception while retrieving the content description",1415190780273
error,log,,,"Core exception while retrieving the content description",1415190780276
error,log,,,"Core exception while retrieving the content description",1415190780279
error,log,,,"Core exception while retrieving the content description",1415190780281
error,log,,,"Core exception while retrieving the content description",1415190780285
error,log,,,"Core exception while retrieving the content description",1415190780288
error,log,,,"Core exception while retrieving the content description",1415190780291
error,log,,,"Core exception while retrieving the content description",1415190780295
error,log,,,"Core exception while retrieving the content description",1415190780298
error,log,,,"Core exception while retrieving the content description",1415190780301
error,log,,,"Core exception while retrieving the content description",1415190780305
error,log,,,"Core exception while retrieving the content description",1415190780309
error,log,,,"Core exception while retrieving the content description",1415190780312
error,log,,,"Core exception while retrieving the content description",1415190780316
error,log,,,"Core exception while retrieving the content description",1415190780319
error,log,,,"Core exception while retrieving the content description",1415190780323
error,log,,,"Core exception while retrieving the content description",1415190780326
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1415190781600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1415190783505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415190783838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415190783922
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415190787871
